timestamp,open,high,low,close,volume,vol_ccy,vol_ccy_quote,confirm
2025-08-08 11:06:00,116637.7,116750.0,116637.7,116742.5,3.49522315,407930.736698982,407930.736698982,1
2025-08-08 11:09:00,116742.5,116800.0,116742.4,116778.1,1.82752836,213402.033730408,213402.033730408,1
2025-08-08 11:12:00,116778.0,116778.1,116750.0,116767.4,1.50044889,175192.245964821,175192.245964821,1
2025-08-08 11:15:00,116767.3,116832.1,116764.0,116832.1,6.34235851,740838.410204636,740838.410204636,1
2025-08-08 11:18:00,116832.1,116836.0,116829.8,116830.0,1.60305835,187288.286760218,187288.286760218,1
2025-08-08 11:21:00,116830.0,116835.9,116811.8,116814.1,6.84946489,800175.913735986,800175.913735986,1
2025-08-08 11:24:00,116814.0,116814.0,116794.6,116804.2,0.58325085,68124.277534386,68124.277534386,1
2025-08-08 11:27:00,116804.3,116804.3,116760.6,116760.7,0.49617794,57942.619203656,57942.619203656,1
2025-08-08 11:30:00,116760.6,116800.0,116760.6,116773.6,4.32765694,505419.881563919,505419.881563919,1
2025-08-08 11:33:00,116773.5,116839.9,116773.5,116839.9,0.64976379,75890.831046419,75890.831046419,1
2025-08-08 11:36:00,116839.8,116839.8,116800.0,116800.1,0.60689,70895.51801341,70895.51801341,1
2025-08-08 11:39:00,116800.1,116800.4,116782.1,116791.7,1.7725151,207013.638292791,207013.638292791,1
2025-08-08 11:42:00,116792.0,116792.0,116760.3,116773.9,1.06143694,123951.69122581,123951.69122581,1
2025-08-08 11:45:00,116773.9,116774.0,116751.4,116751.4,0.74477864,86961.087615297,86961.087615297,1
2025-08-08 11:48:00,116751.5,116756.9,116745.0,116745.1,1.13029307,131966.022142315,131966.022142315,1
